# OpenSignals Text File Format. Version 1
# {"98:D3:11:FE:05:A2": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:11:FE:05:A2", "device connection": "BTH98:D3:11:FE:05:A2", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-26", "time": "15:37:1.661", "channels": [1, 2], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
13	0	0	0	0	507	508	
14	0	0	0	0	508	512	
15	0	0	0	0	509	511	
0	0	0	0	0	505	511	
1	0	0	0	0	508	512	
2	0	0	0	0	511	509	
3	0	0	0	0	512	509	
4	0	0	0	0	513	511	
5	0	0	0	0	513	508	
6	0	0	0	0	514	511	
7	0	0	0	0	513	510	
8	0	0	0	0	513	508	
9	0	0	0	0	513	511	
10	0	0	0	0	514	511	
11	0	0	0	0	515	510	
12	0	0	0	0	512	510	
13	0	0	0	0	513	512	
14	0	0	0	0	511	511	
15	0	0	0	0	510	510	
0	0	0	0	0	510	509	
1	0	0	0	0	510	510	
2	0	0	0	0	510	511	
3	0	0	0	0	512	508	
4	0	0	0	0	510	511	
5	0	0	0	0	511	511	
6	0	0	0	0	511	510	
7	0	0	0	0	510	511	
8	0	0	0	0	509	510	
9	0	0	0	0	510	512	
10	0	0	0	0	512	511	
11	0	0	0	0	510	510	
12	0	0	0	0	511	510	
13	0	0	0	0	511	511	
14	0	0	0	0	510	510	
15	0	0	0	0	510	510	
0	0	0	0	0	511	511	
1	0	0	0	0	510	513	
2	0	0	0	0	511	509	
3	0	0	0	0	512	508	
4	0	0	0	0	510	511	
5	0	0	0	0	509	509	
6	0	0	0	0	508	509	
7	0	0	0	0	509	510	
8	0	0	0	0	510	512	
9	0	0	0	0	509	509	
10	0	0	0	0	511	510	
11	0	0	0	0	512	510	
12	0	0	0	0	513	510	
13	0	0	0	0	511	509	
14	0	0	0	0	512	511	
15	0	0	0	0	510	511	
0	0	0	0	0	508	511	
1	0	0	0	0	509	512	
2	0	0	0	0	508	511	
3	0	0	0	0	511	512	
4	0	0	0	0	509	509	
5	0	0	0	0	511	510	
6	0	0	0	0	512	508	
7	0	0	0	0	512	507	
8	0	0	0	0	512	509	
9	0	0	0	0	511	511	
10	0	0	0	0	510	507	
11	0	0	0	0	510	510	
12	0	0	0	0	511	511	
13	0	0	0	0	509	513	
14	0	0	0	0	509	511	
15	0	0	0	0	511	509	
0	0	0	0	0	512	510	
1	0	0	0	0	511	510	
2	0	0	0	0	511	511	
3	0	0	0	0	510	511	
4	0	0	0	0	512	510	
5	0	0	0	0	511	511	
6	0	0	0	0	514	509	
7	0	0	0	0	517	511	
8	0	0	0	0	514	511	
9	0	0	0	0	514	511	
10	0	0	0	0	512	511	
11	0	0	0	0	511	509	
12	0	0	0	0	504	512	
13	0	0	0	0	505	511	
14	0	0	0	0	507	508	
15	0	0	0	0	508	511	
0	0	0	0	0	510	509	
1	0	0	0	0	512	510	
2	0	0	0	0	515	509	
3	0	0	0	0	516	511	
4	0	0	0	0	512	510	
5	0	0	0	0	509	511	
6	0	0	0	0	511	511	
7	0	0	0	0	506	508	
8	0	0	0	0	506	510	
9	0	0	0	0	506	509	
10	0	0	0	0	504	511	
11	0	0	0	0	505	510	
12	0	0	0	0	511	510	
13	0	0	0	0	511	511	
14	0	0	0	0	512	510	
15	0	0	0	0	514	510	
0	0	0	0	0	515	511	
1	0	0	0	0	513	511	
2	0	0	0	0	512	509	
3	0	0	0	0	511	508	
4	0	0	0	0	513	510	
5	0	0	0	0	511	510	
6	0	0	0	0	513	510	
7	0	0	0	0	513	510	
8	0	0	0	0	513	510	
9	0	0	0	0	513	512	
